satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,id_employee,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion
2,3,3,2,2,1496,3,Oui,18%,44,M,10209,Célibataire,Consulting,Tech Lead,5,2,0,0,2,2,1,Transformation Digitale,Frequent,2
3,2,3,3,3,1497,3,Non,14%,29,M,8620,Divorcé(e),Commercial,Cadre Commercial,1,10,0,2,3,19,3,Infra & Cloud,Occasionnel,0
3,3,3,1,4,1499,4,Non,21%,30,M,2064,Divorcé(e),Ressources Humaines,Ressources Humaines,0,5,0,1,3,1,3,Infra & Cloud,Occasionnel,1
4,3,3,2,3,1501,3,Oui,16%,55,M,4035,Marié(e),Consulting,Manager,0,3,0,0,2,4,4,Infra & Cloud,Occasionnel,1
1,2,2,4,3,1502,3,Non,11%,33,F,3838,Marié(e),Consulting,Consultant,8,5,0,0,5,4,4,Transformation Digitale,Occasionnel,0
3,3,3,3,2,1503,3,Oui,17%,47,F,4591,Marié(e),Commercial,Cadre Commercial,3,5,0,1,4,14,3,Transformation Digitale,Occasionnel,1
3,2,1,3,2,1504,3,Non,11%,28,M,2561,Célibataire,Consulting,Consultant,7,0,1,0,2,2,2,Transformation Digitale,Frequent,0
1,2,3,4,1,1506,3,Non,14%,28,M,1563,Divorcé(e),Consulting,Assistant de Direction,1,1,0,1,2,1,3,Infra & Cloud,Occasionnel,0
3,3,1,4,3,1507,3,Non,14%,28,M,4898,Célibataire,Commercial,Cadre Commercial,0,4,0,0,5,7,3,Infra & Cloud,Frequent,1
3,2,1,1,3,1509,4,Non,25%,49,F,4789,Marié(e),Consulting,Consultant,4,3,0,1,3,3,2,Transformation Digitale,Occasionnel,1
4,3,2,3,3,1513,3,Non,13%,29,F,3180,Marié(e),Consulting,Consultant,0,3,0,3,3,2,1,Infra & Cloud,Frequent,0
3,1,2,2,2,1514,3,Non,14%,28,M,6549,Marié(e),Consulting,Tech Lead,1,8,0,2,2,29,1,Infra & Cloud,Occasionnel,1
4,3,3,1,3,1515,3,Oui,17%,33,M,6388,Célibataire,Consulting,Manager,2,0,0,0,6,8,5,Infra & Cloud,Occasionnel,0
3,3,4,2,4,1516,4,Non,25%,32,M,11244,Célibataire,Consulting,Senior Manager,2,5,0,0,5,10,3,Transformation Digitale,Occasionnel,0
2,3,4,1,3,1520,4,Non,20%,54,F,16032,Divorcé(e),Consulting,Senior Manager,3,14,0,1,2,11,4,Transformation Digitale,Frequent,1
1,2,1,3,1,1522,3,Non,13%,29,M,2362,Célibataire,Consulting,Assistant de Direction,6,9,1,0,2,1,4,Entrepreunariat,Occasionnel,0
4,3,1,3,4,1523,3,Non,13%,44,M,16328,Marié(e),Consulting,Directeur Technique,3,20,0,1,1,28,3,Infra & Cloud,Occasionnel,14
2,3,2,4,3,1525,3,Non,18%,39,F,8376,Célibataire,Consulting,Tech Lead,4,2,0,0,3,6,3,Infra & Cloud,Occasionnel,2
3,3,2,4,4,1527,3,Non,12%,46,F,16606,Marié(e),Commercial,Senior Manager,8,13,0,1,2,3,3,Infra & Cloud,Occasionnel,5
4,2,2,4,1,1529,3,Non,19%,35,F,8606,Célibataire,Consulting,Manager,1,11,0,0,3,16,3,Infra & Cloud,Occasionnel,3
1,3,3,2,3,1533,3,Non,14%,23,M,2272,Célibataire,Consulting,Consultant,0,4,0,0,2,20,1,Infra & Cloud,Occasionnel,1
4,3,1,2,1,1534,3,Non,14%,40,M,2018,Célibataire,Consulting,Consultant,3,5,1,0,3,9,4,Infra & Cloud,Occasionnel,1
4,2,3,4,3,1535,3,Oui,14%,34,M,7083,Marié(e),Commercial,Cadre Commercial,1,10,0,0,3,1,3,Entrepreunariat,Occasionnel,8
4,3,3,1,1,1537,3,Non,12%,31,F,4084,Célibataire,Consulting,Assistant de Direction,1,7,1,0,2,3,3,Infra & Cloud,Frequent,7
3,1,4,4,3,1539,3,Oui,13%,50,M,14411,Célibataire,Consulting,Directeur Technique,1,32,0,0,2,22,5,Transformation Digitale,Frequent,13
2,3,3,2,3,1541,4,Oui,25%,34,M,2308,Marié(e),Commercial,Représentant Commercial,0,11,0,1,4,7,2,Entrepreunariat,Occasionnel,5
3,2,2,2,3,1542,3,Non,14%,42,M,4841,Marié(e),Consulting,Consultant,4,1,0,1,3,2,3,Transformation Digitale,Occasionnel,0
1,3,4,1,3,1543,3,Non,17%,37,M,4285,Marié(e),Consulting,Assistant de Direction,1,10,0,0,2,13,3,Transformation Digitale,Occasionnel,3
3,1,1,3,3,1544,3,Non,13%,29,F,9715,Marié(e),Consulting,Manager,3,7,0,1,3,8,1,Autre,Occasionnel,0
4,2,2,4,3,1545,3,Non,13%,33,M,4320,Célibataire,Consulting,Tech Lead,1,5,0,0,2,25,3,Infra & Cloud,Occasionnel,0
4,3,4,4,3,1546,4,Non,20%,45,M,2132,Marié(e),Consulting,Assistant de Direction,4,5,0,1,3,28,3,Entrepreunariat,Occasionnel,0
4,3,4,3,1,1547,3,Oui,14%,42,M,10124,Marié(e),Consulting,Manager,2,20,0,1,3,2,3,Infra & Cloud,Frequent,13
1,3,1,4,4,1548,3,Non,12%,40,M,5473,Marié(e),Commercial,Cadre Commercial,0,8,0,0,5,9,2,Transformation Digitale,Occasionnel,7
2,3,3,2,3,1549,3,Oui,12%,33,M,5207,Marié(e),Consulting,Consultant,1,15,0,1,3,28,4,Infra & Cloud,Occasionnel,5
3,3,4,4,3,1550,4,Oui,21%,40,M,16437,Célibataire,Ressources Humaines,Senior Manager,1,21,0,0,2,6,2,Transformation Digitale,Occasionnel,7
3,2,1,2,3,1551,3,Non,14%,24,M,2296,Divorcé(e),Consulting,Consultant,0,1,0,3,3,21,2,Entrepreunariat,Occasionnel,0
4,3,4,3,3,1552,3,Oui,18%,40,M,4069,Divorcé(e),Consulting,Manager,3,2,0,0,2,8,2,Infra & Cloud,Aucun,2
1,3,2,1,3,1553,3,Non,12%,45,M,7441,Divorcé(e),Consulting,Manager,1,10,0,3,4,1,4,Entrepreunariat,Occasionnel,7
2,2,3,1,3,1554,4,Non,23%,35,F,2430,Marié(e),Commercial,Représentant Commercial,0,5,0,2,5,28,4,Infra & Cloud,Occasionnel,4
4,2,2,1,3,1555,3,Non,12%,32,F,5878,Marié(e),Consulting,Assistant de Direction,3,7,0,1,2,5,2,Infra & Cloud,Occasionnel,2
3,3,4,4,2,1556,4,Oui,21%,36,M,2644,Célibataire,Commercial,Représentant Commercial,3,3,0,0,3,2,4,Infra & Cloud,Occasionnel,1
3,3,3,3,3,1557,3,Non,14%,48,F,6439,Divorcé(e),Commercial,Cadre Commercial,8,8,0,1,2,16,4,Infra & Cloud,Occasionnel,7
3,4,3,1,2,1558,3,Non,18%,29,M,2451,Marié(e),Consulting,Assistant de Direction,6,1,0,2,2,9,3,Infra & Cloud,Occasionnel,0
1,3,1,4,1,1560,3,Non,13%,33,M,6392,Marié(e),Commercial,Cadre Commercial,2,2,0,1,6,8,4,Infra & Cloud,Occasionnel,2
2,2,1,4,3,1562,3,Non,11%,30,M,9714,Marié(e),Commercial,Cadre Commercial,1,10,1,1,4,1,3,Infra & Cloud,Occasionnel,6
3,3,3,3,3,1563,3,Non,11%,38,M,6077,Marié(e),Ressources Humaines,Ressources Humaines,3,6,0,0,2,10,4,Ressources Humaines,Frequent,1
4,2,1,2,3,1564,3,Non,19%,35,M,2450,Célibataire,Consulting,Consultant,1,3,0,0,3,1,3,Transformation Digitale,Occasionnel,1
3,3,2,2,3,1568,3,Non,12%,30,M,9250,Marié(e),Commercial,Cadre Commercial,3,4,0,1,3,29,4,Entrepreunariat,Occasionnel,1
1,3,1,4,3,1569,3,Oui,12%,35,F,2074,Divorcé(e),Consulting,Consultant,1,1,1,1,2,2,3,Infra & Cloud,Occasionnel,0
3,2,4,2,3,1572,3,Non,16%,53,F,10169,Marié(e),Consulting,Tech Lead,0,33,1,1,4,2,5,Entrepreunariat,Occasionnel,1
3,3,2,1,3,1573,3,Non,11%,38,M,4855,Marié(e),Consulting,Tech Lead,4,5,1,2,2,2,3,Transformation Digitale,Occasionnel,1
4,3,1,2,2,1574,3,Non,14%,32,M,4087,Marié(e),Consulting,Assistant de Direction,4,6,0,1,3,1,4,Entrepreunariat,Aucun,1
3,3,1,4,2,1576,3,Non,12%,48,F,2367,Marié(e),Consulting,Assistant de Direction,8,8,0,1,3,15,4,Autre,Occasionnel,7
1,3,4,3,1,1577,3,Non,13%,34,M,2972,Célibataire,Consulting,Assistant de Direction,1,1,0,0,4,7,4,Transformation Digitale,Occasionnel,0
3,2,4,3,3,1578,4,Non,21%,55,M,19586,Marié(e),Commercial,Senior Manager,1,36,0,1,3,26,5,Marketing,Occasionnel,2
2,3,4,2,2,1580,3,Non,17%,34,M,5484,Marié(e),Consulting,Assistant de Direction,9,2,0,1,3,1,4,Infra & Cloud,Occasionnel,2
1,3,4,1,3,1581,4,Non,21%,26,F,2061,Marié(e),Consulting,Assistant de Direction,1,1,0,0,5,3,3,Infra & Cloud,Occasionnel,0
3,3,2,4,3,1582,3,Non,11%,38,M,9924,Marié(e),Commercial,Cadre Commercial,0,9,0,1,3,14,3,Infra & Cloud,Occasionnel,7
2,3,2,2,4,1583,3,Non,12%,38,F,4198,Célibataire,Commercial,Cadre Commercial,2,3,0,0,5,16,3,Infra & Cloud,Occasionnel,1
2,3,3,1,3,1585,3,Non,13%,36,F,6815,Célibataire,Commercial,Cadre Commercial,6,1,0,0,5,1,4,Infra & Cloud,Occasionnel,0
2,3,1,4,3,1586,3,Oui,18%,29,M,4723,Célibataire,Consulting,Consultant,1,10,0,0,3,3,1,Transformation Digitale,Occasionnel,1
1,3,3,3,3,1587,3,Oui,16%,35,F,6142,Célibataire,Consulting,Manager,3,5,0,0,4,10,4,Transformation Digitale,Occasionnel,0
4,4,3,1,3,1588,3,Non,11%,39,M,8237,Marié(e),Commercial,Cadre Commercial,2,7,0,1,3,6,3,Transformation Digitale,Occasionnel,7
1,3,4,4,4,1590,3,Non,19%,29,M,8853,Divorcé(e),Consulting,Manager,1,6,0,1,0,2,1,Infra & Cloud,Frequent,1
3,3,3,3,3,1591,3,Oui,16%,50,M,19331,Marié(e),Commercial,Senior Manager,4,1,0,1,2,9,3,Marketing,Occasionnel,0
4,4,3,4,3,1592,3,Non,16%,23,M,2073,Marié(e),Consulting,Assistant de Direction,2,2,0,1,2,10,3,Entrepreunariat,Occasionnel,2
1,4,1,4,3,1594,3,Oui,13%,36,M,5562,Marié(e),Consulting,Consultant,3,3,0,1,3,6,4,Infra & Cloud,Frequent,0
4,2,4,4,3,1595,4,Non,22%,42,M,19613,Célibataire,Consulting,Senior Manager,8,1,0,0,2,9,2,Autre,Occasionnel,0
2,4,3,4,2,1596,3,Non,17%,35,M,3407,Marié(e),Consulting,Consultant,1,10,0,2,3,28,3,Infra & Cloud,Occasionnel,6
4,2,3,2,2,1597,3,Non,14%,34,M,5063,Marié(e),Consulting,Manager,1,8,0,1,3,10,4,Entrepreunariat,Frequent,7
4,3,1,3,3,1598,3,Non,15%,40,F,4639,Marié(e),Commercial,Cadre Commercial,1,5,0,1,2,14,2,Infra & Cloud,Occasionnel,1
4,4,2,3,3,1599,3,Non,12%,43,M,4876,Divorcé(e),Consulting,Consultant,5,6,0,1,0,27,3,Entrepreunariat,Occasionnel,0
3,2,4,4,2,1601,3,Non,18%,35,M,2690,Marié(e),Consulting,Consultant,1,1,0,1,5,7,2,Infra & Cloud,Occasionnel,0
4,4,1,2,1,1602,3,Non,15%,46,M,17567,Célibataire,Commercial,Senior Manager,1,26,0,0,5,1,4,Infra & Cloud,Occasionnel,0
3,3,2,3,3,1604,3,Oui,17%,28,M,2408,Marié(e),Consulting,Consultant,1,1,1,3,3,24,3,Transformation Digitale,Occasionnel,0
2,2,3,2,2,1605,3,Oui,14%,22,F,2814,Marié(e),Consulting,Assistant de Direction,1,4,0,0,2,26,2,Autre,Aucun,1
2,3,3,3,3,1606,3,Oui,15%,50,M,11245,Marié(e),Consulting,Manager,2,30,0,1,3,20,5,Transformation Digitale,Frequent,12
2,4,4,4,3,1607,3,Non,17%,32,F,3312,Marié(e),Consulting,Assistant de Direction,3,3,0,2,3,5,4,Autre,Occasionnel,0
2,3,4,4,2,1608,3,Oui,14%,44,F,19049,Divorcé(e),Consulting,Directeur Technique,0,22,0,1,4,7,3,Transformation Digitale,Occasionnel,1
2,2,2,2,2,1609,3,Non,12%,30,M,2141,Marié(e),Consulting,Assistant de Direction,1,6,0,1,3,7,3,Transformation Digitale,Occasionnel,1
3,1,1,1,3,1611,3,Oui,14%,45,F,5769,Célibataire,Consulting,Consultant,1,10,0,0,3,5,5,Transformation Digitale,Occasionnel,1
1,2,1,1,3,1612,3,Non,15%,45,M,4385,Marié(e),Commercial,Cadre Commercial,1,10,0,1,2,26,3,Marketing,Aucun,4
4,3,1,4,3,1613,3,Non,13%,31,M,5332,Célibataire,Commercial,Cadre Commercial,7,5,0,0,3,2,4,Autre,Frequent,0
3,3,3,2,3,1614,3,Oui,12%,36,F,4663,Marié(e),Consulting,Tech Lead,9,3,0,2,2,12,4,Infra & Cloud,Occasionnel,1
3,4,4,1,3,1615,3,Non,13%,34,M,4724,Divorcé(e),Consulting,Tech Lead,1,9,0,1,3,10,4,Infra & Cloud,Frequent,7
3,3,1,4,2,1617,3,Non,14%,49,F,3211,Marié(e),Consulting,Consultant,1,9,0,1,3,25,4,Infra & Cloud,Occasionnel,1
2,3,1,4,3,1618,3,Non,13%,39,M,5377,Marié(e),Consulting,Tech Lead,2,7,0,3,3,10,5,Transformation Digitale,Occasionnel,7
4,2,1,1,3,1619,3,Non,11%,27,M,4066,Divorcé(e),Consulting,Consultant,1,7,0,2,3,19,3,Autre,Occasionnel,0
2,4,1,4,3,1621,3,Non,11%,35,M,5208,Marié(e),Consulting,Assistant de Direction,1,16,0,0,2,18,5,Infra & Cloud,Occasionnel,1
2,1,1,2,2,1622,4,Non,21%,28,F,4877,Divorcé(e),Consulting,Tech Lead,0,5,0,1,5,27,3,Transformation Digitale,Occasionnel,0
3,3,4,3,3,1623,3,Non,18%,21,M,3117,Célibataire,Consulting,Assistant de Direction,1,2,0,0,2,5,1,Transformation Digitale,Occasionnel,2
2,3,4,3,4,1624,3,Oui,12%,18,F,1569,Célibataire,Commercial,Représentant Commercial,1,0,1,0,2,3,2,Transformation Digitale,Frequent,0
4,3,3,3,3,1625,3,Non,11%,47,F,19658,Marié(e),Ressources Humaines,Senior Manager,3,5,0,1,2,26,4,Infra & Cloud,Occasionnel,1
3,2,3,4,3,1627,3,Non,15%,39,M,3069,Divorcé(e),Consulting,Consultant,0,10,0,1,3,3,2,Transformation Digitale,Occasionnel,0
1,2,3,4,3,1628,3,Non,13%,40,F,10435,Marié(e),Consulting,Tech Lead,1,18,0,2,2,15,3,Infra & Cloud,Occasionnel,14
3,3,3,4,3,1630,3,Non,12%,35,F,4148,Marié(e),Consulting,Manager,1,14,0,1,5,8,4,Infra & Cloud,Aucun,2
3,3,3,1,2,1631,3,Non,17%,37,M,5768,Marié(e),Consulting,Tech Lead,3,4,0,3,2,19,3,Infra & Cloud,Occasionnel,0
1,3,3,4,1,1633,3,Non,13%,39,F,5042,Célibataire,Consulting,Tech Lead,0,9,0,0,2,4,3,Transformation Digitale,Frequent,3
4,2,4,1,3,1635,3,Non,19%,45,F,5770,Divorcé(e),Consulting,Tech Lead,1,10,0,2,3,2,2,Autre,Occasionnel,3
4,2,3,4,4,1638,3,Oui,19%,38,F,7756,Marié(e),Consulting,Tech Lead,3,5,0,1,6,2,2,Transformation Digitale,Occasionnel,0
4,2,1,3,3,1639,3,Non,17%,35,M,10306,Marié(e),Commercial,Cadre Commercial,9,13,1,0,3,10,3,Transformation Digitale,Occasionnel,6
2,3,2,1,1,1640,3,Non,11%,37,F,3936,Marié(e),Consulting,Assistant de Direction,1,8,0,1,2,10,3,Transformation Digitale,Occasionnel,7
3,3,4,4,2,1641,3,Oui,15%,40,F,7945,Célibataire,Consulting,Tech Lead,6,4,0,0,2,16,3,Infra & Cloud,Occasionnel,3
1,3,4,3,3,1642,3,Oui,11%,44,M,5743,Marié(e),Ressources Humaines,Ressources Humaines,4,10,0,0,3,1,5,Ressources Humaines,Frequent,0
3,2,4,2,3,1644,4,Non,25%,48,M,15202,Marié(e),Consulting,Senior Manager,2,2,0,1,3,4,5,Transformation Digitale,Frequent,2
1,1,4,4,2,1645,3,Oui,14%,35,M,5440,Divorcé(e),Commercial,Cadre Commercial,6,2,1,2,2,15,2,Transformation Digitale,Occasionnel,2
1,3,4,3,3,1646,3,Oui,13%,24,F,3760,Célibataire,Consulting,Assistant de Direction,1,6,0,0,2,2,1,Entrepreunariat,Frequent,1
2,4,3,1,3,1647,3,Non,17%,27,F,3517,Marié(e),Consulting,Assistant de Direction,7,3,0,0,0,8,3,Transformation Digitale,Occasionnel,0
4,3,4,3,2,1648,3,Non,13%,27,M,2580,Célibataire,Consulting,Assistant de Direction,2,4,0,0,0,2,3,Transformation Digitale,Frequent,1
1,3,1,2,1,1649,3,Oui,14%,40,M,2166,Célibataire,Consulting,Consultant,3,4,1,0,3,7,3,Infra & Cloud,Occasionnel,0
3,2,3,3,3,1650,3,Non,11%,29,M,5869,Célibataire,Commercial,Cadre Commercial,9,5,0,0,2,10,3,Transformation Digitale,Occasionnel,1
2,3,1,3,3,1651,3,Non,12%,36,F,8008,Marié(e),Consulting,Manager,4,3,0,2,6,5,4,Infra & Cloud,Occasionnel,0
4,4,3,3,3,1653,3,Non,17%,25,M,5206,Divorcé(e),Consulting,Tech Lead,1,7,0,2,6,2,1,Infra & Cloud,Frequent,0
4,3,2,3,3,1654,4,Non,21%,39,M,5295,Marié(e),Consulting,Tech Lead,4,5,0,0,3,12,3,Transformation Digitale,Occasionnel,1
1,3,2,2,3,1655,3,Non,16%,49,F,16413,Marié(e),Consulting,Directeur Technique,3,4,0,2,2,22,4,Autre,Occasionnel,1
4,2,1,3,3,1656,3,Non,15%,50,F,13269,Divorcé(e),Consulting,Directeur Technique,5,14,0,3,3,17,5,Infra & Cloud,Occasionnel,1
3,3,3,1,3,1657,3,Non,19%,20,F,2783,Célibataire,Commercial,Représentant Commercial,1,2,0,0,3,2,3,Transformation Digitale,Occasionnel,2
4,3,2,3,3,1658,3,Non,12%,34,F,5433,Divorcé(e),Consulting,Assistant de Direction,1,11,0,1,2,3,3,Infra & Cloud,Occasionnel,7
1,3,2,3,3,1659,3,Non,11%,36,M,2013,Célibataire,Consulting,Consultant,2,4,0,0,4,7,3,Infra & Cloud,Occasionnel,1
3,2,3,2,3,1661,3,Oui,19%,49,F,13966,Marié(e),Consulting,Manager,2,15,0,1,3,6,1,Infra & Cloud,Occasionnel,2
4,2,3,3,3,1662,3,Non,15%,36,F,4374,Marié(e),Consulting,Tech Lead,0,3,0,0,6,1,4,Transformation Digitale,Aucun,1
4,4,1,1,3,1664,4,Non,20%,36,M,6842,Divorcé(e),Consulting,Manager,6,5,0,1,3,3,2,Infra & Cloud,Occasionnel,0
2,3,3,3,3,1665,4,Non,25%,54,F,17426,Marié(e),Consulting,Senior Manager,3,10,0,1,6,22,5,Transformation Digitale,Occasionnel,4
3,2,3,1,3,1666,4,Non,24%,43,M,17603,Marié(e),Consulting,Directeur Technique,1,14,0,1,3,15,2,Infra & Cloud,Occasionnel,6
4,3,4,1,4,1667,4,Oui,24%,35,M,4581,Célibataire,Commercial,Cadre Commercial,3,11,1,0,2,12,4,Autre,Frequent,6
4,3,4,4,4,1668,3,Non,15%,38,M,4735,Marié(e),Consulting,Assistant de Direction,7,13,0,2,4,1,3,Infra & Cloud,Frequent,2
1,2,2,2,2,1669,3,Oui,13%,29,M,4187,Divorcé(e),Commercial,Cadre Commercial,1,10,0,1,3,5,3,Transformation Digitale,Occasionnel,0
4,3,4,3,3,1670,3,Non,14%,33,M,5505,Divorcé(e),Commercial,Cadre Commercial,1,6,0,2,5,2,4,Transformation Digitale,Occasionnel,0
4,3,2,3,2,1671,3,Non,13%,32,M,5470,Divorcé(e),Consulting,Assistant de Direction,0,9,0,2,4,2,3,Transformation Digitale,Occasionnel,1
1,3,4,1,3,1673,3,Non,11%,31,F,5476,Marié(e),Commercial,Cadre Commercial,1,10,0,2,2,5,4,Infra & Cloud,Occasionnel,0
4,3,1,2,2,1674,3,Oui,16%,49,F,2587,Divorcé(e),Consulting,Consultant,4,2,0,1,2,16,3,Transformation Digitale,Occasionnel,2
4,2,2,2,3,1675,4,Non,22%,38,F,2440,Célibataire,Consulting,Consultant,1,4,0,0,3,2,3,Transformation Digitale,Frequent,3
2,4,2,3,3,1676,3,Non,14%,47,F,15972,Divorcé(e),Commercial,Senior Manager,6,3,0,3,2,2,4,Infra & Cloud,Occasionnel,1
3,3,3,1,3,1677,3,Non,14%,49,M,15379,Célibataire,Consulting,Senior Manager,4,8,0,0,2,1,3,Infra & Cloud,Occasionnel,0
4,3,3,4,3,1678,3,Oui,16%,41,M,7082,Célibataire,Commercial,Cadre Commercial,3,2,0,0,2,23,2,Infra & Cloud,Occasionnel,0
4,3,1,1,3,1680,3,Non,11%,20,M,2728,Célibataire,Commercial,Représentant Commercial,1,2,0,0,3,9,1,Infra & Cloud,Occasionnel,0
3,3,4,3,3,1681,4,Oui,25%,33,F,5368,Divorcé(e),Commercial,Cadre Commercial,1,6,0,1,2,16,3,Infra & Cloud,Aucun,1
1,3,3,2,2,1682,3,Non,14%,36,M,5347,Marié(e),Consulting,Manager,6,3,0,2,2,26,4,Infra & Cloud,Occasionnel,0
3,3,4,1,3,1683,3,Oui,18%,44,F,3195,Divorcé(e),Ressources Humaines,Ressources Humaines,4,2,0,3,2,1,3,Infra & Cloud,Occasionnel,2
4,2,3,1,3,1684,3,Oui,11%,23,M,3989,Célibataire,Consulting,Consultant,1,5,1,0,2,8,1,Transformation Digitale,Occasionnel,1
4,3,3,4,2,1687,3,Non,19%,38,F,3306,Marié(e),Consulting,Consultant,7,0,0,1,5,4,2,Transformation Digitale,Occasionnel,0
2,4,4,3,3,1689,3,Non,15%,53,M,7005,Marié(e),Consulting,Manager,3,4,0,0,2,24,4,Transformation Digitale,Occasionnel,1
4,3,3,3,3,1691,3,Oui,11%,48,F,2655,Marié(e),Commercial,Représentant Commercial,2,9,1,2,3,7,2,Transformation Digitale,Frequent,7
4,3,2,1,3,1692,3,Non,12%,32,M,1393,Célibataire,Consulting,Consultant,1,1,1,0,2,2,4,Infra & Cloud,Occasionnel,0
4,3,4,3,3,1693,4,Non,20%,26,M,2570,Célibataire,Consulting,Consultant,1,7,0,0,5,7,3,Transformation Digitale,Aucun,5
1,2,2,4,3,1694,3,Non,12%,55,M,3537,Divorcé(e),Consulting,Assistant de Direction,5,4,0,1,1,22,3,Entrepreunariat,Occasionnel,1
2,2,4,3,4,1696,3,Non,14%,34,M,3986,Marié(e),Consulting,Consultant,1,15,0,1,3,5,2,Transformation Digitale,Occasionnel,4
3,1,4,3,4,1697,4,Non,20%,60,M,10883,Divorcé(e),Consulting,Manager,3,1,0,1,2,1,4,Transformation Digitale,Occasionnel,0
2,4,2,4,3,1698,3,Non,18%,33,M,2028,Marié(e),Consulting,Consultant,1,14,0,3,6,21,3,Transformation Digitale,Occasionnel,2
3,1,4,3,2,1700,3,Non,14%,37,M,9525,Divorcé(e),Commercial,Cadre Commercial,1,6,0,2,2,1,4,Transformation Digitale,Frequent,1
2,2,4,2,3,1701,3,Non,12%,34,F,2929,Marié(e),Consulting,Assistant de Direction,1,10,0,0,3,19,3,Infra & Cloud,Occasionnel,8
3,3,4,2,3,1702,4,Oui,21%,23,M,2275,Divorcé(e),Commercial,Représentant Commercial,1,3,1,1,2,7,3,Infra & Cloud,Occasionnel,0
3,4,4,2,3,1703,3,Oui,19%,44,F,7879,Marié(e),Consulting,Manager,1,8,0,1,2,2,3,Infra & Cloud,Occasionnel,6
1,2,4,3,4,1704,3,Oui,14%,35,M,4930,Célibataire,Consulting,Assistant de Direction,0,5,0,0,2,2,4,Transformation Digitale,Frequent,1
4,3,4,1,3,1706,3,Oui,17%,43,M,7847,Marié(e),Commercial,Cadre Commercial,1,10,0,1,3,2,3,Transformation Digitale,Occasionnel,8
3,4,3,4,3,1707,3,Non,16%,24,M,4401,Marié(e),Consulting,Assistant de Direction,1,5,0,1,1,9,3,Transformation Digitale,Occasionnel,0
4,3,3,2,3,1708,3,Non,12%,41,M,9241,Célibataire,Commercial,Cadre Commercial,1,10,0,0,3,6,3,Marketing,Occasionnel,8
4,3,3,3,3,1709,3,Non,17%,29,F,2974,Marié(e),Consulting,Consultant,9,5,0,1,2,9,4,Transformation Digitale,Occasionnel,1
3,3,4,3,2,1710,3,Non,15%,36,F,4502,Célibataire,Commercial,Représentant Commercial,3,13,0,0,2,2,4,Infra & Cloud,Occasionnel,6
3,2,3,4,2,1712,4,Non,23%,45,M,10748,Marié(e),Consulting,Manager,3,23,0,1,3,1,1,Infra & Cloud,Aucun,14
4,1,3,3,3,1714,3,Non,11%,24,M,1555,Marié(e),Ressources Humaines,Ressources Humaines,1,1,1,1,2,22,1,Ressources Humaines,Occasionnel,0
3,1,3,3,1,1716,3,Non,11%,47,M,12936,Marié(e),Commercial,Cadre Commercial,7,23,1,0,3,9,3,Infra & Cloud,Frequent,14
4,1,3,3,4,1718,3,Non,15%,26,M,2305,Marié(e),Consulting,Consultant,1,3,0,3,3,17,4,Transformation Digitale,Occasionnel,0
4,2,2,3,3,1719,3,Non,11%,45,F,16704,Célibataire,Consulting,Directeur Technique,1,21,0,0,2,28,2,Entrepreunariat,Occasionnel,8
1,3,3,1,2,1720,3,Non,13%,32,M,3433,Marié(e),Consulting,Assistant de Direction,6,5,0,1,3,10,3,Infra & Cloud,Frequent,1
2,3,3,4,4,1721,3,Non,14%,31,M,3477,Marié(e),Consulting,Consultant,1,5,0,1,2,2,4,Infra & Cloud,Occasionnel,0
3,1,2,2,3,1722,3,Non,19%,41,M,6430,Marié(e),Ressources Humaines,Ressources Humaines,6,3,0,1,4,4,3,Ressources Humaines,Aucun,1
2,3,1,2,3,1724,3,Oui,16%,40,F,6516,Marié(e),Consulting,Tech Lead,2,1,0,1,3,8,2,Infra & Cloud,Occasionnel,0
2,3,1,2,4,1725,3,Non,13%,24,M,3907,Divorcé(e),Consulting,Consultant,1,6,0,3,2,29,1,Transformation Digitale,Occasionnel,1
3,3,2,4,3,1727,3,Non,14%,46,M,5562,Célibataire,Consulting,Manager,6,10,0,0,3,13,4,Infra & Cloud,Occasionnel,0
4,3,3,2,3,1728,3,Non,16%,35,M,6883,Marié(e),Consulting,Tech Lead,2,7,0,1,3,27,4,Infra & Cloud,Occasionnel,0
2,3,4,2,2,1729,3,Non,12%,30,M,2862,Marié(e),Consulting,Assistant de Direction,1,10,0,1,2,16,1,Infra & Cloud,Occasionnel,0
3,3,2,4,1,1731,3,Non,11%,47,M,4978,Marié(e),Commercial,Cadre Commercial,7,1,0,1,3,2,4,Marketing,Aucun,0
3,3,4,2,2,1732,3,Oui,12%,46,M,10368,Divorcé(e),Commercial,Cadre Commercial,4,10,0,1,5,2,3,Infra & Cloud,Occasionnel,0
2,2,1,2,3,1733,3,Oui,13%,36,M,6134,Divorcé(e),Commercial,Cadre Commercial,5,2,1,3,3,13,5,Marketing,Occasionnel,2
1,1,2,2,3,1734,3,Non,15%,32,M,6735,Célibataire,Commercial,Cadre Commercial,6,0,1,0,2,1,2,Infra & Cloud,Occasionnel,0
